russian,proto_slavic,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,russian_alt,cf,loanwords
рокu̠тa (2),*a̠rkū˙tā˙,,,,,,,,,,*ra̠kū˙tā˙,*rakū̠˙tā˙,*rakū̠˙tā,,,,,*rakȳ̠˙tā,,,,,,*rokȳ̠˙tā,,,,,*rokȳ̠˙ta,,,,,,,,,*rokȳ̠ta,,,,,,,,,,,,,,,,,,,,,,,,,,*rokī̠ta,*rokʼī̠ta,*rokʼi̠ta,,rʌkʼi̠tə,,,,,rʌkʼi̠tə,,
рo̠т,*rutu,,,,,,,,,,,,,,,,,,,,,,,,,,,*rъtъ,,,,,,,*rъ2tъ1,,,,,,,,,,,,,,*rъ2t,,,,*rot,ro̠t,,,,,,,,,,,,,,,,,,,ro̠t,vgl. ртa̠,
ртa̠,*rutā,,,,,,,,,,,,,,,,,,,,,,,,,,,*rъtā,*rъta,,,,,,*rъ1ta,,,,,,,,,,,,,,*rta,,,,,rta̠,,,,,,,,,,,,,,,,,,,rta̠,vgl. рo̠т,
рукa̠,*rankā̠˙,,,,,,,,,,,,,,,,,,,,,,,*ronkā̠˙,,*rǭkā̠˙,,,*rǭka̠,,,,*rọ̄ka̠,,,,,,*rūka̠,,,,,,,,,,,,,,,,,,,,,,,,,,,ruka̠,,,,,,,ruka̠,vgl. рy̠кy,
рy̠кy,*rankān,,,,,,,,,,,,,,,*rankan,,,,,,,,*ronkon,,*rǭkǭ,,,*rǭkǫ,,,,*rọ̄kọ,,,,,,*rūku,,,,,,,,,,,,,,,*rū̠ku,,,,,,,,,,,,ru̠ku,,,,,,,ru̠ku,vgl. рукa̠,
ры̠ба,*rū̠˙bā˙,,,,,,,,,,,,*rū̠˙bā,,,,,*rȳ̠˙bā,,,,,,,,,,,*rȳ̠˙ba,,,,,,,,,*rȳ̠ba,,,,,,,,,,,,,,,,,,,,,,,,,,,,*ry̠ba,,ry̠bə,,,,,ry̠bə,,
свa̠дьба,*swā̠˙tibā˙,,,,,,,,,,,,*swā̠˙tibā,,,,,,,,,,,,,,,*swā̠˙tьbā,*swā̠˙tьba,,,*swā̠˙tʼьba,,,*swā̠˙tʼь1ba,,,*swā̠tʼь1ba,,,,,,,,,,,*swā̠tʼba,,,,,,,*svā̠tʼba,*svā̠dʼba,,,,,,,,,*sva̠dʼba,,sva̠dʼbə,,,,,sva̠dʼbə,,
свечy̠,*swa̠jtjān,,*swa̠jtjēn,*swē̠tjēn,*swē̠tjān,,,,,,,*swētjā̠n,,,,*swētja̠n,,,*swētˊja̠n,,,*swēčja̠n,,*swēčjo̠n,,*swēčjǭ̠,*swě̄čjǭ̠,,*swě̄čjǫ̠,*swě̄čǭ̠,,*swʼě̄čǫ̠,*swʼě̄čọ̠,,,,,,*swʼě̄ču̠,,,,,,,,,,,,,,,,,*svʼě̄ču̠,,,,,,*sʼvʼě̄ču̠,,,,*sʼvʼěču̠,,sʼvʼɪču̠,,,,,sʼvʼɪču̠,,
свя̠т,*swentu,,,,,,,,,,,,,,,,,,,,,,,,,*swę̄tu,,*swę̄tъ,,,,*swʼę̄tъ,*swʼātъ,,*swʼātъ1,,,,,,,,,,,,,,*swʼāt,,,,,*swʼā̠t,,*svʼā̠t,,,,,,*sʼvʼā̠t,,,,sʼvʼa̠t,,,,,,,sʼvʼa̠t,,
свo̠лок,*suwalku,,,,,,,,,,,,,,,,,,,,,,*suwalaku,*suwoloku,,,,*sъwolokъ,,,,,,,*sъ1wolokъ1,,,,,,,,,,,,,,*swolok,,,,,*swo̠lok,,*svo̠lok,,,,,,,,,,,,svo̠lək,,,,,svo̠lək,,"Vor § 22, § 23 und, falls kein Einschubvokal vorliegt, vor § 48 entlehnt, ist finn. suvalkko."
сe̠вер,*sē̠˙weru,,,,,,,,,,,,,,,,,,,,,,,,,,*sě̠̄˙weru,*sě̠̄˙werъ,,,,*sʼě̠̄˙wʼerъ,,,*sʼě̠̄˙wʼerъ1,,,*sʼě̠̄wʼerъ1,,,,,,,,,,,*sʼě̠̄wʼer,,,,,,,*sʼě̠̄vʼer,,,,,,,,,,*sʼě̠vʼer,,*sʼě̠vʼɪr,,,sʼe̠vʼɪr,,sʼe̠vʼɪr,,
седлo̠,*sedu̠la,,,,,,,,,,,*sedula̠,,,,,,,,,,,,*sedulo̠,,,,*sedъlo̠,,,,*sʼedъlo̠,,,*sʼedъ1lo̠,,,,,,,,,,*sʼedъ1lô̠,,,,*sʼedlô̠,,,,,,,,,,,,,,,,,,,*sʼɪdlô̠,,,,sʼɪdlo̠,sʼɪdlo̠,,
секu̠ра (1),*sēkū̠˙rā˙,,,,,,,,,,,,*sēkū̠˙rā,,,,,*sēkȳ̠˙rā,,,,,,,,,*sě̄kȳ̠˙rā,,*sě̄kȳ̠˙ra,,,*sʼě̄kȳ̠˙ra,,,,,,*sʼě̄kȳ̠ra,,,,,,,,,,,,,,,,,,,,,,,,,,*sʼěkī̠ra,*sʼěkʼī̠ra,*sʼěkʼi̠ra,,sʼɪkʼi̠rə,,,,,sʼɪkʼi̠rə,,
секu̠ра (2),*sē̠kū˙rā˙,,,,,,,,,,,*sēkū̠˙rā˙,*sēkū̠˙rā,,,,,*sēkȳ̠˙rā,,,,,,,,,*sě̄kȳ̠˙rā,,*sě̄kȳ̠˙ra,,,*sʼě̄kȳ̠˙ra,,,,,,*sʼě̄kȳ̠ra,,,,,,,,,,,,,,,,,,,,,,,,,,*sʼěkī̠ra,*sʼěkʼī̠ra,*sʼěkʼi̠ra,,sʼɪkʼi̠rə,,,,,sʼɪkʼi̠rə,,
сe̠рдце,*sirdika,*sirditˊa,*sirditˊe,,,,,,,,,,,*sirdicʼe,,,,,,,,,,,,,,*sьrdьcʼe,,,,*sʼьrdʼьcʼe,,,*sʼь2rdʼь1cʼe,,,,,,,,,,,,,*sʼь2rʼdʼь1cʼe,*sʼь2rʼdʼcʼe,,*sʼь2rʼcʼe,,*sʼerʼcʼe,*sʼe̠rʼcʼe,,,,,,,*sʼe̠rʼce,*sʼe̠rce,,,,,,sʼe̠rcə,,,,,sʼe̠rcə,,
сe̠рп,*si̠rpu,,,,,,,,,,,*sirpu̠,,,,,,,,,,,,,,,,*sьrpъ̠,,,,*sʼьrpъ̠,,,*sʼь2rpъ̠1,,*sʼь̠2rpъ1,,,,,,,,,,,*sʼь̠2rʼpъ1,*sʼь̠2rʼp,,,,*sʼe̠rʼp,,,,,,,,,sʼe̠rp,,,,,,,,,,,sʼe̠rp,vgl. серпa̠,
серпa̠,*si̠rpā,,,,,,,,,,,*sirpā̠,,,,,,,,,,,,,,,,*sьrpā̠,*sьrpa̠,,,*sʼьrpa̠,,,*sʼь2rpa̠,,,,,,,,,,,,,*sʼь2rʼpa̠,,,,,*sʼerʼpa̠,,,,,,,,,*sʼerpa̠,,,,,,sʼɪrpa̠,,,,,sʼɪrpa̠,vgl. сe̠рп,
сестё̠р,*se̠stru,,,,,,,,,,,*sestru̠,,,,,,,,,,,,,,,,*sestrъ̠,,,*sestьrъ̠,*sʼestʼьrъ̠,,,*sʼestʼь2rъ̠1,,*sʼestʼь̠2rъ1,,,,,,,,,,,,*sʼestʼь̠2r,,,,*sʼestʼe̠r,,,,,,,*sʼestʼo̠r,,*sʼesʼtʼo̠r,,,,,,sʼɪstʼo̠r,,,,,sʼɪstʼo̠r,,
сe̠чь,*sekti,,,,,,,,,,,,,,*sekˊtˊi,,*setˊi,,,,,*seči,,,,,,*sečь,,,,*sʼečь,,,*sʼečь1,,,,,,,,,,,,,,*sʼeč,,,,,sʼe̠č,,,,,,,,,,,,,,,,,,,sʼe̠č,,
сe̠ять,*sē̠˙jē˙tēj,,,*sē̠˙jē˙tẹ̄,*sē̠˙jā˙tẹ̄,,*sē̠˙jā˙tī,,,,,,*sē̠˙jātī,,,,,,,,,,,,,,,,*sē̠˙jāti,,,*sʼē̠˙jātʼi,,,,,,*sʼē̠jātʼi,,,,,,,,,,,,,,,,,,,,,,,,,,,,*sʼe̠jatʼ,,sʼe̠jɪtʼ,,,,,sʼe̠jɪtʼ,,
сидe̠ть,*sē˙dē̠˙tēj,,,*sē˙dē̠˙tẹ̄,,,*sē˙dē̠˙tī,,,,,,*sēdē̠˙tī,,,,,,,,,,,,,,*sě̄dě̠̄˙tī,,*sě̄dě̠̄˙ti,,,*sʼě̄dʼě̄˙tʼi,,,,,,*sʼě̄dʼě̠̄tʼi,,,,,,,,,,,,,,,,,,,,,,,,,,,,*sʼědʼě̠tʼ,*sʼidʼě̠tʼ,,,,sʼidʼe̠tʼ,,sʼidʼe̠tʼ,,
скa̠чем,*skā̠čjemu,,,,,,,,,,,*skāčje̠mu,,,,,,,,,,,,,,,,*skāčje̠mъ,,*skāčē̠mъ,,,,,*skāčē̠mъ1,*skā̠čēmъ1,,,,,,,,,,,,,*skā̠čēm,,,,,,,,,,,,,,,,,*ska̠čem,,ska̠čɪm,,,,,ska̠čɪm,,
слезa̠,*slizā̠˙,,,,,,,,,,,,,,,,,,,,,,,,,,,*slьzā̠˙,*slьza̠,,,*slʼьza̠,,,*slʼь2za̠,,,,,,,,,,,,,,,,,,*slʼeza̠,,,,,,,,,*sʼlʼeza̠,,,,,,sʼlʼɪza̠,,,,,sʼlʼɪza̠,vgl. слё̠зы,
слё̠зы,*slizū,,,,,,,,,,,,,,,,,*slizȳ,,,,,,,,,,*slьzȳ,*slьzy,,,*slʼьzy,,,*slʼь2zy,,,,,,,,,,,,,,,,,,*slʼezy,*slʼe̠zy,,,,,,sʼlʼo̠zy,,,,,,,,,,,,,sʼlʼo̠zy,vgl. слезa̠,
слy̠жба,*sla̠wdžibā˙,,,*slọ̠̄džibā˙,,,,,,,,*slọ̄dži̠bā˙,*slọ̄dži̠bā,,,,,,,,,,,,,,,*slọ̄džь̠bā,*slọ̄džь̠ba,,,,,,*slọ̄džь̠1ba,,*slọ̠̄džь1ba,,*slū̠džь1ba,*slū̠žь1ba,,,,,,,,,*slū̠žba,,,,,,,,,*slū̠żba,,,,,,,,*slu̠żba,,slu̠żbə,,,,,slu̠żbə,vgl. служe̠бный,
служe̠бный,*sla̠wdžibinuju,,*sla̠wdžibinuji,*slọ̠̄džibinuji,,,,,,,,*slọ̄dži̠binuji,,,,,,,,,,,,,,,,*slọ̄džь̠bьnъjь,,,,*slọ̄džь̠bʼьnъjь,,,*slọ̄džь̠2bʼь1nъ2jь1,,,,*slūdžь̠2bʼь1nъ2jь1,*slūžь̠2bʼь1nъ2jь1,,,,,,,,,*slūžь̠2bʼnъ2j,,,,*slūže̠bʼnoj,,,,,*slūże̠bʼnoj,,,,*slūże̠bnoj,,,,*sluże̠bnoj,,sluże̠bnəj,,,,,sluże̠bnəj,vgl. слy̠жба,
смe̠рть,*su̠mirti,,,,,,,,,,,*sumi̠rti,,,,,,,,,,,,,,,,*sъmь̠rtь,,,,*sъmʼь̠rtʼь,,,*sъ1mʼь̠2rtʼь1,,,,,,,,,,,,,*sъ1mʼь̠2rʼtʼь1,*smʼь̠2rʼtʼ,,,,smʼe̠rʼtʼ,,,,,,,,,,,,,,,,,,,,russ. sʼmʼe̠rʼtʼ,,
смo̠ю,*su mū̠˙jān,,,,,,,,,,,,,,,*su mū̠˙jan,,*su mȳ̠˙jan,,,,,,*su mȳ̠˙jon,,*su mȳ̠˙jǭ,,*sъ mȳ̠˙jǭ,*sъ mȳ̠˙jǫ,,,,*sъ mȳ̠˙jọ,,*sъ1 mȳ̠˙jọ,,,*sъ1 mȳ̠jọ,*sъ1 mȳ̠ju,,*sъ1 mъ̠2ju,,,,,,,,*smъ̠2ju,,,,smo̠ju,,,,,,,,,,,,,,,,,,,,smo̠ju,vgl. смы̠ть,
смы̠ть,*su mū̠˙tēj,,,*su mū̠˙tẹ̄,,,*su mū̠˙tī,,,,,,,,,,,*su mȳ̠˙tī,,,,,,,,,,*sъ mȳ̠˙tī,*sъ mȳ̠˙ti,,,*sъ mȳ̠˙tʼi,,,*sъ1 mȳ̠˙tʼi,,,*sъ1 mȳ̠tʼi,,,,,,,,,,,*smȳ̠tʼi,,,,,,,,,,,,,,,,,smy̠tʼ,,,,,,,smy̠tʼ,vgl. смo̠ю,
снa̠,*su̠nā,,,,,,,,,,,*sunā̠,,,,,,,,,,,,,,,,*sъnā̠,*sъna̠,,,,,,*sъ1na̠,,,,,,,,,,,,,,sna̠,,,,,,,,,,,,,,,,,,,,,,,,sna̠,vgl. сo̠н,
снохa̠,*snuxā̠˙,,,,,,,,,,,,,,,,,,,,,,,,,,,*snъxā̠˙,*snъxa̠,,,,,,*snъ2xa̠,,,,,,,,,,,,,,,,,,*snoxa̠,,,,,,,,,,,,,,,snʌxa̠,,,,,snʌxa̠,,
собa̠ка,*sabā̠˙kā˙,,,,,,,,,,,,*sabā̠˙kā,,,,,,,,,,,*sobā̠˙kā,,,,,*sobā̠˙ka,,,,,,,,,*sobā̠ka,,,,,,,,,,,,,,,,,,,,,,,,,,,,*soba̠ka,,sʌba̠kə,,,,,sʌba̠kə,,
сo̠к,*saku,,,,,,,,,,,,,,,,,,,,,,,*soku,,,,*sokъ,,,,,,,*sokъ1,,,,,,,,,,,,,,*sok,,,,,so̠k,,,,,,,,,,,,,,,,,,,so̠k,,
сo̠лнце,*su̠l˙nika,*su̠l˙nitˊa,*su̠l˙nitˊe,,,,,,,,,,,*su̠l˙niсʼe,,,,,,,,,,,,,,*sъ̠l˙nьсʼe,,,,*sъ̠l˙nʼьсʼe,,,*sъ̠2l˙nʼь1сʼe,,,*sъ̠2lnʼь1сʼe,,,,,,,,,,,*sъ̠2lnʼсʼe,,*sъ̠2nʼсʼe,,*so̠nʼсʼe,,,,,,,,*so̠nʼсe,*so̠nсe,,,,,,so̠ncə,,,,,so̠ncə,,
сo̠н,*su̠nu,,,,,,,,,,,*sunu̠,,,,,,,,,,,,,,,,*sъnъ̠,,,,,,,*sъ2nъ̠1,,*sъ̠2nъ1,,,,,,,,,,,,*sъ̠2n,,,,so̠n,,,,,,,,,,,,,,,,,,,,so̠n,vgl. снa̠,
стa̠рец,*stā̠˙riku,*stā̠˙ritˊu,*stā̠˙ritˊi,,,,,,,,,,,*stā̠˙ricʼi,,,,,,,,,,,,,,*stā̠˙rьcʼь,,,,*stā̠˙rʼьcʼь,,,*stā̠˙rʼь2cʼь1,,,*stā̠rʼь2cʼь1,,,,,,,,,,,*stā̠rʼь2cʼ,,,,*stā̠rʼecʼ,,,,,,,,*stā̠rʼec,,,,,*sta̠rʼec,,sta̠rʼɪc,,,,,sta̠rʼɪc,vgl. стa̠рца,
стa̠рца,*stā̠˙rikā,*stā̠˙ritˊā,*stā̠˙ritˊē,,*stā̠˙ritˊā,,,,,,,,,*stā̠˙ricʼā,,,,,,,,,,,,,,*stā̠˙rьcʼā,*stā̠˙rьcʼa,,,*stā̠˙rʼьcʼa,,,*stā̠˙rʼь1cʼa,,,*stā̠rʼь1cʼa,,,,,,,,,,,*stā̠rʼcʼa,,,,,,,,,,,,*stā̠rʼca,*stā̠rca,,,,*sta̠rca,,sta̠rcə,,,,,sta̠rcə,vgl. стa̠рец,
стезя̠,*sti̠gā˙,*sti̠dˊā˙,*sti̠dˊē˙,,*sti̠dˊā˙,,,,,,,*stidˊā̠˙,,*stidzʼā̠˙,,,,,,,,,,,,,,*stьdzʼā̠˙,*stьdzʼa̠,,,*stʼьdzʼa̠,,,*stʼь1dzʼa̠,,,,,,,,,,,,*stʼь1zʼa̠,,*stʼzʼa̠,,,,*stʼezʼa̠,,,,,,,,,*sʼtʼezʼa̠,,,,,,sʼtʼɪzʼa̠,,,,,sʼtʼɪzʼa̠.,,
стенa̠,*stajnā̠˙,,,*stēnā̠˙,,,,,,,,,,,,,,,,,,,,,,,*stě̄nā̠˙,,*stě̄na̠,,,*stʼě̄na̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*sʼtʼě̄na̠,,,,*sʼtʼěna̠,,sʼtʼɪna̠,,,,,sʼtʼɪna̠,vgl. стенy̠,
стe̠нy,*stajnān,,,*stēnān,,,,,,,,,,,,*stēnan,,,,,,,,*stēnon,,*stēnǭ,*stě̄nǭ,,*stě̄nǫ,,,*stʼě̄nǫ,*stʼě̄nọ,,,,,,*stʼě̄nu,,,,,,,,,,,,,,,*stʼě̠̄nu,,,,,,,,*sʼtʼě̠̄nu,,,,*sʼtʼě̠nu,,,,,sʼtʼe̠nu,,sʼtʼe̠nu,vgl. стенa̠,
стo̠л,*sta̠lu,,,,,,,,,,,*stalu̠,,,,,,,,,,,,*stolu̠,,,,*stolъ̠,,,,,,,*stolъ̠1,,*sto̠lъ1,,,,,,,,*stô̠lъ1,,,,*stô̠l,,,,,,,,,,,,,,,,,,,,,,,sto̠l,sto̠l,,
столa̠,*sta̠lā,,,,,,,,,,,*stalā̠,,,,,,,,,,,,*stolā̠,,,,,*stola̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,stʌla̠,,,,,stʌla̠,,
стo̠рож,*stardžju,,*stardžji,,,,,,,,,,,,,,,,,,,,*staradžji,*storodžji,,,,*storodžjь,,*storodžь,,,,,*storodžь1,,,,,*storožь1,,,,,,,,,*storož,,,,,*sto̠rož,,,*sto̠roš,*sto̠roṡ,,,,,,,,,,sto̠rəṡ,,,,,sto̠rəṡ,,
стрo̠ить,*stra̠jī˙tēj,,,*stra̠jī˙tẹ̄,,,*stra̠jī˙tī,,,,,*strajī̠˙tī,,,,,,,,,,,,*strojī̠˙tī,,,,,*strojī̠˙ti,,,*strojī̠˙tʼi,,,,,,*strojī̠tʼi,,,,,*stroi̠tʼi,*stro̠jtʼi,*strô̠itʼi,,,,,,,,,,,,,,,,,,,,,,,,,,,stro̠itʼ,stro̠itʼ,,
стy̠па,*sta̠m˙pā˙,,,,,,,,,,,,*sta̠m˙pā,,,,,,,,,,,*sto̠m˙pā,,*stǭ̠˙pā,,,*stǭ̠˙pa,,,,*stọ̠̄˙pa,,,,,*stọ̠̄pa,*stū̠pa,,,,,,,,,,,,,,,,,,,,,,,,,,,*stu̠pa,,stu̠pə,,,,,stu̠pə,,
ступa̠ете,*sta̠mpā˙jete,,,,,,,,,,,*stampā̠˙jete,,,,,,,,,,,,*stompā̠˙jete,,*stǭpā̠˙jete,,,,,,*stǭpā̠˙jetʼe,*stọ̄pā̠˙jetʼe,,,,,*stọ̄pā̠jetʼe,*stūpā̠jetʼe,,,,,,,,,,,,,,,,,,,,,,,,,,,*stupa̠jetʼe,,stupa̠jɪtʼɪ,,,,,stupa̠jɪtʼɪ,,
счa̠стье (1),*sučinstija,,*sučinstije,,,,,,,,,,,,,,,,,,,,,,,*sučę̄stije,,*sъčę̄stьje,,,,*sъčę̄stʼьje,*sъčāstʼьje,,*sъ1čāstʼь1je,,,,,,,,,,,,,,*sčāstʼje,*ščāstʼje,,,,*ščā̠stʼje,,,,,,,,*ščā̠sʼtʼje,,,,*šča̠sʼtʼje,,*šča̠sʼtʼjɪ,,šša̠sʼtʼjɪ,,,šša̠sʼtʼjɪ,,
счa̠стье (2),*sučenstija,,*sučenstije,,,,,,,,,,,,,,,,,,,,,,,*sučę̄stije,,*sъčę̄stьje,,,,*sъčę̄stʼьje,*sъčāstʼьje,,*sъ1čāstʼь1je,,,,,,,,,,,,,,*sčāstʼje,*ščāstʼje,,,,*ščā̠stʼje,,,,,,,,*ščā̠sʼtʼje,,,,*šča̠sʼtʼje,,*šča̠sʼtʼjɪ,,šša̠sʼtʼjɪ,,,šša̠sʼtʼjɪ,,
сыгрa̠ть,*su igrā̠˙tēj,,,*su igrā̠˙tẹ̄,,,*su igrā̠˙tī,,,,,,,,,,,,,,,,,,*su jigrā̠˙tī,,,*sъ jьgrā̠˙tī,,,,*sъ jьgrā̠˙tʼi,,*sъ igrā̠˙tʼi,*sъ1 igrā̠˙tʼi,,,*sъ1 igrā̠tʼi,,,,,,,,,,,*sigrā̠tʼi,,,,,,,,,,,,,,*sygrā̠tʼ,,,sygra̠tʼ,,,,,,,sygra̠tʼ,,
сы̠н,*sū˙nu,,,,,,,,,,,,*sūnu,,,,,*sȳnu,,,,,,,,,,*sȳnъ,,,,,,,*sȳnъ1,,,,,,,,,,,,,,*sȳn,,,,,*sȳ̠n,,,,,,,,,,,,sy̠n,,,,,,,sy̠n,vgl. сыновья̠,
сыновья̠,*sū˙nawi̠jā˙,,*sū˙nawi̠jē˙,,*sū˙nawi̠jā˙,,,,,,,*sū˙nawijā̠˙,*sūnawijā̠˙,,,,,*sȳnawijā̠˙,,,,,,*sȳnowijā̠˙,,,,*sȳnowьjā̠˙,*sȳnowьja̠,,,*sȳnowʼьja̠,,,*sȳnowʼь1ja̠,,,,,,,,,,,,,,*sȳnowʼja̠,,,,,,,*sȳnovʼja̠,,,,,,,,,,*synovʼja̠,,synʌvʼja̠,,,,,synʌvʼja̠,vgl. сы̠н,
тe̠м,*ta̠jmi,,,*tē̠mi,,,,,,,,*tēmi̠,,,,,,,,,,,,,,,*tě̄mi̠,*tě̄mь̠,,,,*tʼě̄mʼь̠,,,*tʼě̄mʼь̠1,,*tʼě̠̄mʼь1,,,,,,,,,,,,*tʼě̠̄mʼ,,,,,,,,,,*tʼě̠̄m,,,,,,,*tʼě̠m,,,,,tʼe̠m,,tʼe̠m,vgl. тe̠х,
тe̠мя,*tē̠˙mēn,,,,,,,,,,,,,,,*tē̠˙men,,,,,,,,,,*tē̠˙mę̄,*tě̠̄˙mę̄,,*tě̠̄˙mę,,,*tʼě̠̄˙mʼę,*tʼě̠̄˙mʼa,,,,,*tʼě̠̄mʼa,,,,,,,,,,,,,,,,,,,,,,,,,,,,*tʼě̠mʼa,,*tʼě̠mʼɪ,,,tʼe̠mʼɪ,,tʼe̠mʼɪ,,
тe̠х,*ta̠jxu,,,*tē̠xu,,,,,,,,*tēxu̠,,,,,,,,,,,,,,,*tě̄xu̠,*tě̄xъ̠,,,,*tʼě̄xъ̠,,,*tʼě̄xъ̠1,,*tʼě̠̄xъ1,,,,,,,,,,,,*tʼě̠̄x,,,,,,,,,,,,,,,,,*tʼě̠x,,,,,tʼe̠x,,tʼe̠x,vgl. тe̠м,
тo̠лок,*talku,,,,,,,,,,,,,,,,,,,,,,*talaku,*toloku,,,,*tolokъ,,,,,,,*tolokъ1,,,,,,,,,,,,,,*tolok,,,,,*to̠lok,,,,,,,,,,,,,,to̠lək,,,,,to̠lək,,
толокнo̠,*talku̠na,,,,,,,,,,,*talkuna̠,,,,,,,,,,,*talakuna̠,*tolokuno̠,,,,*tolokъno̠,,,,,,,*tolokъ1no̠,,,,,,,,,,*tolokъ1nô̠,,,,*toloknô̠,,,,,,,,,,,,,,,,,,,*təlʌknô̠,,,,təlʌkno̠,təlʌkno̠,,"Vor § 22, § 23, möglicherweise vor § 27 und, falls kein Einschubvokal vorliegt, vor § 48 entlehnt ist finn. talkkuna."
торокa̠,*tarkā̠˙,,,,,,,,,,,,,,,,,,,,,,*tarakā̠˙,*torokā̠˙,,,,,*toroka̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tərʌka̠,,,,,russ. tərʌka̠,,Nach § 22 aber vor § 23 entlehnt ist finn. tarakka.
трястu̠,*trenstē̠j,,,*trenstẹ̠̄,,,*trenstī̠,,,,,,,,,,,,,,,,,,,*trę̄stī̠,,,*trę̄sti̠,,,*trʼę̄stʼi̠,*trʼāstʼi̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*trʼāsʼtʼi̠,,,,*trʼasʼtʼi̠,,trʼɪsʼtʼi̠,,,,,trʼɪsʼtʼi̠,"vgl. тря̠с, тряслa̠",
тря̠с,*trenslu,,,,,,,,,,,,,,,,,,,,,,,,,*trę̄slu,,*trę̄slъ,,,*trę̄sьlъ,*trʼę̄slъ,*trʼāslъ,,*trʼāslъ1,,,,,,,,,,,,,,*trʼāsl,,,,,*trʼā̠sl,,,,,,,,,,,,*trʼa̠sl,,,trʼa̠s,,,,trʼa̠s,"vgl. трястu̠, тряслa̠",
тряслa̠,*trenslā̠˙,,,,,,,,,,,,,,,,,,,,,,,,,*trę̄slā̠˙,,,*trę̄sla̠,,,*trʼę̄sla̠,*trʼāsla̠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,*trʼasla̠,,trʼɪsla̠,,,,,trʼɪsla̠,,
y̠гол,*angulu,,,,,,,,,,,,,,,,,,,,,,,*ongulu,,*ǭgulu,,*ǭgъlъ,,,,,*ọ̄gъlъ,,*ọ̄gъ2lъ1,,,,*ūgъ2lъ1,,,,,,,,,,*ūgъ2l,,,,*ūgol,*ū̠gol,,,,,,,,,,,,*u̠gol,,u̠gəl,,,,,u̠gəl,,
y̠голь,*a̠n˙gli,,,,,,,,,,,,,,,,,,,,,,,*o̠n˙gli,,*ǭ̠˙gli,,*ǭ̠˙glь,,,*ǭ̠˙gъlь,*ǭ̠˙gъlʼь,*ọ̠̄˙gъlʼь,,*ọ̠̄˙gъ2lʼь1,,,*ọ̠̄gъ2lʼь1,*ū̠gъ2lʼь1,,,,,,,,,,*ū̠gъ2lʼ,,,,*ū̠golʼ,,,,,,,,,,,,,*u̠golʼ,,u̠gəlʼ,,,,,u̠gəlʼ,,
удвo̠или (1),*awdwajī̠˙luj,,,*ọ̄dwajī̠˙lī,,,,,,,,,,,,,,,,,,,,*ọ̄dwojī̠˙lī,,,,,*ọ̄dwojī̠˙li,,,*ọ̄dwojī̠˙lʼi,,,,,,*ọ̄dwojī̠lʼi,*ūdwojī̠lʼi,,,,*ūdwoi̠lʼi,*ūdwo̠jlʼi,*ūdwô̠ilʼi,,,,,,,,,,,*ūdvô̠ilʼi,,,,,,,,,,*udvô̠ilʼi,,,,,,udvo̠ilʼi,udvo̠ilʼi,,
удвo̠или (2),*awdwa̠jī˙luj,,,*ọ̄dwa̠jī˙lī,,,,,,,,*ọ̄dwajī̠˙luj,,,,,,,,,,,,*ọ̄dwojī̠˙lī,,,,,*ọ̄dwojī̠˙li,,,*ọ̄dwojī̠˙lʼi,,,,,,*ọ̄dwojī̠lʼi,*ūdwojī̠lʼi,,,,*ūdwoi̠lʼi,*ūdwo̠jlʼi,*ūdwô̠ilʼi,,,,,,,,,,,*ūdvô̠ilʼi,,,,,,,,,,*udvô̠ilʼi,,,,,,udvo̠ilʼi,udvo̠ilʼi,,
y̠мер,*awmirlu,,,*ọ̄mirlu,,,,,,,,,,,,,,,,,,,,,,,,*ọ̄mьrlъ,,,*ọ̄mьrьlъ,*ọ̄mʼьrlъ,,,*ọ̄mʼь2rlъ1,,,,*ūmʼь2rlъ,,,,,,,,,,*ūmʼь2rl,,,,*ūmʼerl,*ū̠mʼerl,,,,,,,,,,,,*u̠mʼerl,,*u̠mʼɪrl,u̠mʼɪr,,,,u̠mʼɪr,"vgl. yмерла̠, y̠мерло",
yмерлa̠,*awmirlā̠˙,,,*ọ̄mirlā̠˙,,,,,,,,,,,,,,,,,,,,,,,,*ọ̄mьrlā̠˙,*ọ̄mьrla̠,,,*ọ̄mʼьrla̠,,,*ọ̄mʼь2rla̠,,,,*ūmʼь2rla̠,,,,,,,,,,,,,,*ūmʼerla̠,,,,,,,,,,,,,*umʼerla̠,,umʼɪrla̠,,,,,umʼɪrla̠,"vgl. y̠мер, y̠мерло",
